"theme_name","set_name","set_year","unique_part","parts"
"Dimensions","LEGO® DIMENSIONS™ Benny Fun Pack","2015","Not Unique","32"
"Dimensions","LEGO® DIMENSIONS™ Benny Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Cragger Fun Pack","2015","Not Unique","34"
"Dimensions","LEGO® DIMENSIONS™ Cragger Fun Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ Cyborg™ Fun Pack","2015","Not Unique","35"
"Dimensions","LEGO® DIMENSIONS™ Cyborg™ Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Doctor Who Level Pack","2015","Not Unique","45"
"Dimensions","LEGO® DIMENSIONS™ Doctor Who Level Pack","2015","Unique","6"
"Dimensions","LEGO® DIMENSIONS™ Eris Fun Pack","2015","Not Unique","45"
"Dimensions","LEGO® DIMENSIONS™ Eris Fun Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ Fun Pack Emmet","2015","Not Unique","39"
"Dimensions","LEGO® DIMENSIONS™ Fun Pack Emmet","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Gimli Fun Pack","2015","Not Unique","35"
"Dimensions","LEGO® DIMENSIONS™ Gimli Fun Pack","2015","Unique","2"
"Dimensions","LEGO® DIMENSIONS™ Gollum Fun Pack","2015","Not Unique","23"
"Dimensions","LEGO® DIMENSIONS™ Gollum Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Jay Fun Pack","2015","Not Unique","34"
"Dimensions","LEGO® DIMENSIONS™ Jay Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Jurassic World™ Team Pack","2015","Not Unique","70"
"Dimensions","LEGO® DIMENSIONS™ Jurassic World™ Team Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ Laval Fun Pack","2015","Not Unique","33"
"Dimensions","LEGO® DIMENSIONS™ Laval Fun Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ Legolas Fun Pack","2015","Not Unique","31"
"Dimensions","LEGO® DIMENSIONS™ Legolas Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Nya Fun Pack","2015","Not Unique","39"
"Dimensions","LEGO® DIMENSIONS™ Nya Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack","2015","Not Unique","118"
"Dimensions","LEGO® DIMENSIONS™ Portal® 2 Level Pack","2015","Not Unique","50"
"Dimensions","LEGO® DIMENSIONS™ Portal® 2 Level Pack","2015","Unique","6"
"Dimensions","LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack","2015","Not Unique","47"
"Dimensions","LEGO® DIMENSIONS™ Scooby-Doo™ Team Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ The Simpsons™ Level Pack","2015","Not Unique","54"
"Dimensions","LEGO® DIMENSIONS™ The Simpsons™ Level Pack","2015","Unique","2"
"Dimensions","LEGO® DIMENSIONS™ Unikitty Fun Pack","2015","Not Unique","55"
"Dimensions","LEGO® DIMENSIONS™ Unikitty Fun Pack","2015","Unique","3"
"Dimensions","LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack","2015","Not Unique","28"
"Dimensions","LEGO® DIMENSIONS™ Wicked Witch™ Fun Pack","2015","Unique","4"
"Dimensions","LEGO® DIMENSIONS™ Wii U™ Starter Pack","2015","Not Unique","118"
"Dimensions","LEGO® DIMENSIONS™ Wonder Woman Fun Pack","2015","Not Unique","23"
"Dimensions","LEGO® DIMENSIONS™ Wonder Woman Fun Pack","2015","Unique","1"
"Dimensions","LEGO® DIMENSIONS™ Xbox 360 Starter Pack","2015","Not Unique","118"
"Dimensions","LEGO® DIMENSIONS™ Xbox One Starter Pack","2015","Not Unique","118"
"Dimensions","LEGO® DIMENSIONS™ Zane Fun Pack","2015","Not Unique","39"
"Dimensions","LEGO® DIMENSIONS™ Zane Fun Pack","2015","Unique","1"
"Dimensions","Lloyd Fun Pack","2016","Not Unique","28"
"Dimensions","Lloyd Fun Pack","2016","Unique","1"
"Dimensions","Marceline the Vampire Queen","2016","Not Unique","25"
"Dimensions","Marceline the Vampire Queen","2016","Unique","4"
"Dimensions","Michael Knight and K.I.T.T. Knight Ryder Fun Pack","2017","Not Unique","27"
"Dimensions","Michael Knight and K.I.T.T. Knight Ryder Fun Pack","2017","Unique","1"
"Dimensions","Midway Arcade™ Level Pack","2016","Not Unique","58"
"Dimensions","Midway Arcade™ Level Pack","2016","Unique","5"
"Dimensions","Mission: Impossible™ Level Pack","2016","Not Unique","43"
"Dimensions","Mission: Impossible™ Level Pack","2016","Unique","3"
"Dimensions","Sensei Wu Fun Pack","2016","Not Unique","40"
"Dimensions","Sensei Wu Fun Pack","2016","Unique","1"
"Dimensions","Slimer Fun Pack","2016","Not Unique","22"
"Dimensions","Slimer Fun Pack","2016","Unique","2"
"Dimensions","Sonic the Hedgehog™ Level Pack","2016","Not Unique","55"
"Dimensions","Sonic the Hedgehog™ Level Pack","2016","Unique","5"
"Dimensions","Starter Pack: PS3","2015","Not Unique","118"
"Dimensions","Stay Puft Fun Pack","2016","Not Unique","30"
"Dimensions","Stay Puft Fun Pack","2016","Unique","3"
"Dimensions","Supergirl (DC Comics Playstation 4)","2016","Not Unique","5"
"Dimensions","Supergirl (DC Comics Playstation 4)","2016","Unique","1"
"Dimensions","Superman™ Fun Pack","2016","Not Unique","27"
"Dimensions","Superman™ Fun Pack","2016","Unique","1"
"Dimensions","The Ghostbusters Level Pack","2016","Not Unique","86"
"Dimensions","The Ghostbusters Level Pack","2016","Unique","2"
"Dimensions","Tina Goldstein Fun Pack","2016","Not Unique","38"
"Dimensions","Tina Goldstein Fun Pack","2016","Unique","5"
"Dino","Ambush Attack","2012","Not Unique","52"
"Dino","Ambush Attack","2012","Unique","1"
"Dino","Dino Defense HQ","2012","Not Unique","192"
"Dino","Dino Defense HQ","2012","Unique","19"
"Dino","Ocean Interceptor","2012","Not Unique","98"
"Dino","Ocean Interceptor","2012","Unique","5"
"Dino","Raptor Chase","2012","Not Unique","119"
"Dino","Raptor Chase","2012","Unique","9"
"Dino","T-Rex Hunter","2012","Not Unique","169"
"Dino","T-Rex Hunter","2012","Unique","12"
"Dino","Tower Takedown","2012","Not Unique","76"
"Dino","Tower Takedown","2012","Unique","4"
"Dino","Triceratops Trapper","2012","Not Unique","84"
"Dino","Triceratops Trapper","2012","Unique","8"
"Dino 2010","Dino 4WD Trapper","2005","Not Unique","105"
"Dino 2010","Dino Air Tracker","2005","Not Unique","231"
"Dino 2010","Dino Air Tracker","2005","Unique","3"
"Dino 2010","Dino Buggy Chaser","2005","Not Unique","47"
"Dino 2010","Dino Quad","2005","Not Unique","28"
"Dino 2010","Dino Track Transport","2005","Not Unique","114"
"Dino 2010","Dino Track Transport","2005","Unique","1"
"Dino Attack","Fire Hammer vs. Mutant Lizards","2005","Not Unique","97"
"Dino Attack","Iron Predator vs. T-Rex","2005","Not Unique","107"
"Dino Attack","Iron Predator vs. T-Rex","2005","Unique","1"
"Dino Attack","Street Sprinter vs. Mutant Lizard","2005","Not Unique","31"
"Dino Attack","T-1 Typhoon vs. T-Rex","2005","Not Unique","209"
"Dino Attack","Urban Avenger vs. Raptor","2005","Not Unique","48"
"Dino Island","Aeroplane","2000","Not Unique","36"
"Dino Island","All Terrain Trapper","2000","Not Unique","103"
"Dino Island","All Terrain Trapper","2000","Unique","3"
"Dino Island","Baby T-Rex Trap","2000","Not Unique","14"
"Dino Island","Baby T-Rex Trap","2000","Unique","1"
"Dino Island","Dino Explorer","2000","Not Unique","54"
"Dino Island","Dino Research Compound","2000","Not Unique","225"
"Dino Island","Dino Research Compound","2000","Unique","2"
"Dino Island","Dr. Lightning's Car","2000","Not Unique","14"
"Dino Island","Dr. Lightning's Car","2000","Unique","1"
"Dino Island","Hydrofoil","2000","Not Unique","16"
"Dino Island","Hydrofoil","2000","Unique","1"
"Dino Island","Island Hopper","2000","Not Unique","79"
"Dino Island","Island Racer","2000","Not Unique","34"
"Dino Island","Johnny Thunder's Plane","2000","Not Unique","19"
"Dino Island","Johnny Thunder's Plane","2000","Unique","1"
"Dino Island","Johnny Thunder & Baby T","2000","Not Unique","19"
"Dino Island","Johnny Thunder and Baby T","2000","Not Unique","19"
"Dino Island","Microcopter","2000","Not Unique","48"
"Dino Island","Research Glider","2000","Not Unique","40"
"Dino Island","T-Rex Transport","2000","Not Unique","134"
"Dino Island","T-Rex Transport","2000","Unique","1"
"Dinosaurs","Baby Ankylosaurus","2001","Not Unique","16"
"Dinosaurs","Baby Ankylosaurus (Polybag)","2001","Not Unique","14"
"Dinosaurs","Baby Brachiosaurus","2001","Not Unique","14"
"Dinosaurs","Baby Brachiosaurus (Polybag)","2001","Not Unique","14"
"Dinosaurs","Baby Dimetrodon","2001","Not Unique","14"
"Dinosaurs","Baby Dimetrodon (Polybag)","2001","Not Unique","13"
"Dinosaurs","Baby Iguanodon","2001","Not Unique","15"
"Dinosaurs","Baby Iguanodon (Polybag)","2001","Not Unique","15"
"Dinosaurs","Brachiosaurus","2001","Not Unique","11"
"Dinosaurs","Brachiosaurus","2001","Unique","4"
"Dinosaurs","Mosasaurus","2001","Not Unique","14"
"Dinosaurs","Mosasaurus","2001","Unique","4"
"Dinosaurs","Styracosaurus","2001","Not Unique","6"
"Dinosaurs","Styracosaurus","2001","Unique","5"
"Dinosaurs","Tyrannosaurus Rex","2001","Not Unique","13"
"Dinosaurs","Tyrannosaurus Rex","2001","Unique","4"
"Discovery","International Space Station","2003","Not Unique","68"
"Discovery","International Space Station","2003","Unique","2"
"Discovery","Lunar Lander","2003","Not Unique","131"
"Discovery","Lunar Lander","2003","Unique","2"
"Discovery","Mars Exploration Rover","2003","Not Unique","115"
"Discovery","Mars Exploration Rover","2003","Unique","3"
"Discovery","Mission to Mars","2003","Not Unique","140"
"Discovery","Mission to Mars","2003","Unique","2"
"Discovery","Saturn V Moon Mission","2003","Not Unique","74"
"Discovery","Saturn V Moon Mission","2003","Unique","3"
"Discovery","Space Shuttle Discovery","2003","Not Unique","195"
"Discovery","Space Shuttle Discovery","2003","Unique","2"
"Disney","Aladdin","2016","Not Unique","2"
"Disney","Aladdin","2016","Unique","4"
"Disney","Alice","2016","Not Unique","1"
"Disney","Alice","2016","Unique","7"
"Disney","Alien","2016","Not Unique","2"
"Disney","Alien","2016","Unique","2"
"Disney","Ariel","2016","Not Unique","3"
"Disney","Ariel","2016","Unique","4"
"Disney","Buzz Lightyear","2016","Not Unique","2"
"Disney","Buzz Lightyear","2016","Unique","5"
"Disney","Captain Hook","2016","Not Unique","2"
"Disney","Captain Hook","2016","Unique","4"
"Disney","Cheshire Cat","2016","Not Unique","1"
"Disney","Cheshire Cat","2016","Unique","4"
"Disney","Daisy Duck","2016","Not Unique","4"
"Disney","Daisy Duck","2016","Unique","2"
"Disney","Donald Duck","2016","Not Unique","6"
"Disney","Genie","2016","Not Unique","2"
"Disney","Genie","2016","Unique","5"
"Disney","Maleficent","2016","Not Unique","5"
"Disney","Maleficent","2016","Unique","5"
"Disney","Mickey Mouse","2016","Not Unique","3"
"Disney","Mickey Mouse","2016","Unique","1"
"Disney","Minnie Mouse","2016","Not Unique","2"
"Disney","Minnie Mouse","2016","Unique","4"
"Disney","Mr. Incredible","2016","Not Unique","1"
"Disney","Mr. Incredible","2016","Unique","5"
"Disney","Peter Pan","2016","Not Unique","2"
"Disney","Peter Pan","2016","Unique","4"
"Disney","Stitch","2016","Not Unique","1"
"Disney","Stitch","2016","Unique","3"
"Disney","Syndrome","2016","Not Unique","1"
"Disney","Syndrome","2016","Unique","5"
"Disney","The Disney Castle","2016","Not Unique","682"
"Disney","The Disney Castle","2016","Unique","18"
"Disney","Ursula","2016","Not Unique","2"
"Disney","Ursula","2016","Unique","4"
"Disney's Mickey Mouse","Bridge","2005","Not Unique","7"
"Disney's Mickey Mouse","Bridge","2005","Unique","1"
"Disney's Mickey Mouse","Mickey's Car Garage","2000","Not Unique","48"
"Disney's Mickey Mouse","Mickey's Car Garage","2000","Unique","2"
"Disney's Mickey Mouse","Mickey's Fire Engine","2000","Not Unique","18"
"Disney's Mickey Mouse","Mickey's Fire Engine","2000","Unique","2"
"Disney's Mickey Mouse","Mickey's Fishing Adventure","2000","Not Unique","58"
"Disney's Mickey Mouse","Mickey's Mansion","2000","Not Unique","59"
"Disney's Mickey Mouse","Mickey's Mansion","2000","Unique","1"
"Disney's Mickey Mouse","Minnie's Birthday Party","2000","Not Unique","49"
"Disney's Mickey Mouse","Minnie's Birthday Party","2000","Unique","3"
"Disney Princess","Anna's Snow Adventure","2017","Not Unique","73"
"Disney Princess","Anna's Snow Adventure","2017","Unique","4"
"Disney Princess","Anna & Kristoff's Sleigh Adventure","2016","Not Unique","109"
"Disney Princess","Anna & Kristoff's Sleigh Adventure","2016","Unique","5"
"Disney Princess","Arendelle Castle Celebration","2016","Not Unique","203"
"Disney Princess","Arendelle Castle Celebration","2016","Unique","6"
"Disney Princess","Ariel’s Amazing Treasures","2014","Not Unique","48"
"Disney Princess","Ariel’s Magical Kiss","2014","Not Unique","105"
"Disney Princess","Ariel’s Magical Kiss","2014","Unique","6"
"Disney Princess","Ariel’s Undersea Palace","2015","Not Unique","177"
"Disney Princess","Ariel’s Undersea Palace","2015","Unique","3"
"Disney Princess","Belle’s Enchanted Castle","2016","Not Unique","197"
"Disney Princess","Belle’s Enchanted Castle","2016","Unique","12"
"Disney Princess","Berry's Kitchen","2017","Not Unique","26"
"Disney Princess","Cinderella’s Dream Carriage","2014","Not Unique","98"
"Disney Princess","Cinderella’s Dream Carriage","2014","Unique","3"
"Disney Princess","Cinderella’s Romantic Castle","2014","Not Unique","231"
"Disney Princess","Cinderella’s Romantic Castle","2014","Unique","5"
"Disney Princess","Daisy’s Beauty Salon","2016","Not Unique","71"
"Disney Princess","Daisy’s Beauty Salon","2016","Unique","2"
"Disney Princess","Elsa's Magical Ice Palace","2017","Not Unique","229"
"Disney Princess","Elsa's Magical Ice Palace","2017","Unique","7"
"Disney Princess","Elsa's Sparkling Ice Castle","2015","Not Unique","151"
"Disney Princess","Elsa's Sparkling Ice Castle","2015","Unique","1"
"Disney Princess","Jasmine's Exotic Palace","2015","Not Unique","78"
"Disney Princess","Jasmine's Exotic Palace","2015","Unique","5"
"Disney Princess","Merida’s Highland Games","2014","Not Unique","83"
"Disney Princess","Merida’s Highland Games","2014","Unique","4"
"Disney Princess","Moana's Island Adventure","2016","Not Unique","125"
"Disney Princess","Moana's Island Adventure","2016","Unique","4"
"Disney Princess","Moana's Ocean Voyage","2016","Not Unique","149"
"Disney Princess","Moana's Ocean Voyage","2016","Unique","10"
"Disney Princess","Olaf's Summertime Fun","2016","Not Unique","44"
"Disney Princess","Palace Pets Royal Castle","2016","Not Unique","119"
"Disney Princess","Palace Pets Royal Castle","2016","Unique","4"
"Disney Princess","Petite's Royal Stable","2017","Not Unique","44"
"Disney Princess","Petite's Royal Stable","2017","Unique","4"
"Disney Princess","Pumpkin’s Royal Carriage","2016","Not Unique","48"
"Disney Princess","Pumpkin’s Royal Carriage","2016","Unique","2"
"Disney Princess","Rapunzel's Best Day Ever","2016","Not Unique","80"
"Disney Princess","Rapunzel's Best Day Ever","2016","Unique","4"
"Disney Princess","Rapunzel's Market Visit","2014","Not Unique","30"
"Disney Princess","Rapunzel’s Creativity Tower","2014","Not Unique","136"
"Disney Princess","Rapunzel’s Creativity Tower","2014","Unique","5"
"Disney Princess","Sleeping Beauty's Fairy Tale","2014","Not Unique","35"
"Disney Princess","Sleeping Beauty's Fairy Tale","2014","Unique","2"
"Disney Princess","Sleeping Beauty's Royal Bedroom","2015","Not Unique","65"
"Disney Princess","Sleeping Beauty's Royal Bedroom","2015","Unique","4"
"Disney Princess","Treasure's Day at the Pool","2016","Not Unique","53"
"Disney Princess","Treasure's Day at the Pool","2016","Unique","1"
"Divers","Deep Reef Refuge","1997","Not Unique","186"
"Divers","Deep Reef Refuge","1997","Unique","1"
"Divers","Deep Sea Bounty","1997","Not Unique","185"
"Divers","Deep Sea Bounty","1997","Unique","2"
"Divers","Deep Sea Exploration Vessel","2015","Not Unique","318"
"Divers","Deep Sea Exploration Vessel","2015","Unique","1"
"Divers","Deep Sea Helicopter","2015","Not Unique","163"
"Divers","Deep Sea Operation Base","2015","Not Unique","305"
"Divers","Deep Sea Operation Base","2015","Unique","1"
"Divers","Deep Sea Scuba Scooter","2015","Not Unique","34"
"Divers","Deep Sea Starter Set","2015","Not Unique","59"
"Divers","Deep Sea Submarine","2015","Not Unique","149"
"Divers","Discovery Station","1997","Not Unique","188"
"Divers","Discovery Station","1997","Unique","2"
"Divers","Diver and Shark","1997","Not Unique","18"
"Divers","Divers Jet Ski","1998","Not Unique","21"
"Divers","Divers Jet Ski","1998","Unique","1"
"Divers","Diving Expedition Explorer","1997","Not Unique","216"
"Divers","Diving Expedition Explorer","1997","Unique","2"
